 DealerCd | DealerNm | OperationDt | Region | SalesDistrict | ServiceDistrict | PartsDistrict | PrincipalNm | BillingAddress1 | BillingAddress2 | BillingCity | BillingState | BillingZipCd | Address1 | Address2 | City | State | ZipCd | Phone | Fax | ADI | GeneralManager | UpdatedDt | CreateDt | DealerUrl | DealerEmail | IsCarCareExpress | IsPresidentAward | Latitude | Longitude | Tier3Vendor | ScheduleConsumerUrlNonSSO | IsGenesisBrand | IsExclusiveGenesisBrand | OtherDealerCd | ScheduleServiceVendorId | DealerRating | DealerReviewCount | DealerSurecriticUrl | Computed_ScheduleConsumerUrl | ShopperAssuranceFlag | ShopperAssuranceOnDate | IsAutoHookTD | DealerInventoryURL | RedCapUrl | IsClickToBuy | IsHomeNet | IsDWCP | ServiceCenterPhone | CalltrackingShowroomPhone | CalltrackingServiceCenterPhone | DealerServiceUrl | DealerTestDriveUrl | DealerReviewUrl | ProviderName | IsRoadsterDealerFlag | RoadsterDpid | DRSVendorName | IsRoadsterPricelock | RoadsterPriceUnlockMode | IsIoniqCertified | IsEVGMACertified | CalltrackingShowroomPhoneMobile | CalltrackingServiceCenterPhoneMobile 
FL098|COCOA HYUNDAI|2000-05-17 00:00:00|SOC|SO|SOC|SOC|BRUCE A NELSON JR|1825 STATE ROAD 520||COCOA|FL|32926|1825 STATE ROAD 520||COCOA|FL|32926|321-631-2444|321-631-0304|30|BRUCE NELSON, JR|2016-07-11 13:47:55|2016-08-09 17:47:52.247000000|www.cocoahyundai.com|JONMOYLE69@GMAIL.COM|1|0|28.354707717895508|-80.759864807128906|COBALT|https://consumer.xtime.com/scheduling/?webKey=hmafl098|0|0|FL716     |1|4.8746283000000004|4798|https://www.surecritic.com/reviews/cocoa-hyundai|https://consumer.xtime.com/xwssso/consumerlogin/?company=2421&companyCode=FL098&VARIANT=HYUNDAI|True|2020-01-02||www.cocoahyundai.com/VehicleSearchResults?search=new||0|1|1||321-290-1655|321-290-1657|www.cocoahyundai.com/ServiceApptForm|www.cocoahyundai.com/Schedule-Test-Drive.html|www.cocoahyundai.com/cocoa-hyundai-dealership-customer-reviews|Ansira|1|cocoahyundai|RST|N|nolock|1|0|321-635-0614|321-415-8634
FL101|ROUTE 60 HYUNDAI|2000-07-14 00:00:00|SOC|SO|SOC|SOC|ANN MARIE CHIARENZA|8575 20TH STREET||VERO BEACH|FL|32966|8575 20TH STREET||VERO BEACH|FL|32966|772-569-6004|772-778-5283|62|THOMAS CHIARENZA|2017-12-22 07:06:17|2016-08-09 17:47:52.247000000|www.route60hyundai.com|sales@route60hyundai.com|1|0|27.63835334777832|-80.503639221191406|COBALT|https://api.connectcdk.com/api/nc-cdk-service-dealer/v1/?externaldealercode=FL101&externalsource=email&theme=hyundai|1|0||2|4.7450969000000001|2127|https://www.surecritic.com/reviews/route-60-hyundai|https://api.connectcdk.com/api/nc-cdk-service-dealer/v1/?externaldealercode=FL101&externalsource=email&theme=hyundai|True|2020-01-02||www.route60hyundai.com/searchnew.aspx||1|1|1||772-617-1167|772-617-1168|www.route60hyundai.com/serviceappmt.aspx|www.route60hyundai.com/hyundai-drive-schedule.html|www.surecritic.com/reviews/route-60-hyundai?nhd=1|DealerOn|1|route60hyundai|RST|N|nolock|1|0|772-539-4243|772-238-3698
FL103|UNIVERSAL HYUNDAI|2000-10-08 00:00:00|SOC|SO|SOC|SOC|WILLIAM A. NERO|12801 S. ORANGE BLOSSOM TRAIL||ORLANDO|FL|32837|12801 S. ORANGE BLOSSOM TRAIL||ORLANDO|FL|32837|407-926-7050|407-856-9909|30|JOSIAH BEHLEN|2018-02-07 07:30:28|2016-08-09 17:47:52.247000000|www.universal-hyundai.com|lbautista@universalhyundai.com|1|0|28.379405975341797|-81.403388977050781|COBALT||1|0|FL744     |4|4.7292094000000002|16165|https://www.surecritic.com/reviews/universal-hyundai||True|2020-01-02||www.universal-hyundai.com/new-vehicles/||1|1|1||689-208-0240|689-208-0241|www.universal-hyundai.com/service/|www.universal-hyundai.com/hyundai-test-drive/|www.surecritic.com/reviews/universal-hyundai-6?write_review=true|Dealer Inspire|1|universal-hyundai|RST|Y|lock|1|0|689-220-6482|689-407-2196
FL109|PARKS HYUNDAI OF GAINESVILLE|2001-05-11 00:00:00|SOD|SO|SOD|SOD|RANDY PARKS|3111 NORTH MAIN STREET||GAINESVILLE|FL|32609|3111 NORTH MAIN STREET||GAINESVILLE|FL|32609|352-372-4251|352-372-5325|174|JOHN LANZA|2017-07-20 08:53:48|2016-08-09 17:47:52.247000000|www.hyundaiofgainesville.com|JLANZA@GVILLEAUTO..COM|1|0|29.681901931762695|-82.318267822265625|COBALT|https://consumer.xtime.com/scheduling/?webKey=hmafl109|1|0|FL739     |1|4.6271488999999999|2106|https://www.surecritic.com/reviews/parks-hyundai-of-gainesville|https://consumer.xtime.com/xwssso/consumerlogin/?company=2421&companyCode=FL109&VARIANT=HYUNDAI|True|2020-01-02||www.hyundaiofgainesville.com/new-vehicles/||0|1|1||352-565-1151|352-565-1150|www.hyundaiofgainesville.comservice/|www.hyundaiofgainesville.comhyundai-test-drive/|www.hyundaiofgainesville.com/testimonials/|Dealer Inspire|||RST|||1|0|352-706-5604|352-306-2187
FL112|WALLACE HYUNDAI|2002-10-05 00:00:00|SOC|SO|SOC|SOC|WILLIAM L. WALLACE|3801 SE FEDERAL HIGHWAY||STUART|FL|34997|3801 SE FEDERAL HIGHWAY||STUART|FL|34997|772-283-0687|772-872-0015|62|AMIR SALEEM|2013-11-14 13:27:04|2016-08-09 17:47:52.247000000|www.wallacehyundaiofstuart.com|sheldonmerritt@wallaceautogroup.net|1|0|27.160083770751953|-80.221000671386719|COBALT|https://consumer.xtime.com/scheduling/?webKey=hmafl112|1|0|FL709     |1|4.7110105999999998|4711|https://www.surecritic.com/reviews/wallace-hyundai|https://consumer.xtime.com/xwssso/consumerlogin/?company=2421&companyCode=FL112&VARIANT=HYUNDAI|True|2020-09-06||www.wallacehyundaiofstuart.com/searchnew.aspx||1|1|1||772-324-5855|772-324-5856|www.wallacehyundaiofstuart.com/schedule-service-appointment.html|www.wallacehyundaiofstuart.com/testdrive.aspx|www.wallacehyundaiofstuart.com/customer-reviews.aspx|DealerOn|||DDC|||1|0|772-252-6459|772-272-8752
FL114|RICK CASE HYUNDAI|2005-02-25 00:00:00|SOB|SO|SOB|SOB|RITA M CASE|3550 WESTON ROAD||DAVIE|FL|33331|3550 WESTON ROAD||DAVIE|FL|33331|954-377-4100|954-903-5307|14|GM CANDIDATE (12/23) YOSUAN MARTINEZ|2017-08-31 09:45:53|2016-08-09 17:47:52.247000000|www.rickcasehyundaidavie.com|jasontormo@rickcase.com|1|0|26.075849533081055|-80.361953735351562|DEALER.COM|https://consumer.xtime.com/scheduling/?webKey=xtm20220622801xx1|1|0|FL721     |1|4.6918474999999997|10322|https://www.surecritic.com/reviews/rick-case-hyundai-davie|https://consumer.xtime.com/xwssso/consumerlogin/?company=2421&companyCode=FL114&VARIANT=HYUNDAI|True|2020-01-02||www.rickcasehyundaidavie.com/new-inventory/index.htm||1|1|1||954-669-1411|954-669-1410|www.rickcasehyundaidavie.com/schedule-service.htm|www.rickcasehyundaidavie.com/hyundai-test-drive.htm|surecritic.com/reviews/rick-case-hyundai-davie|Dealer.com|||DDC|Y|lock|1|0|954-314-3995|954-787-4660
FL118|HYUNDAI OF ORANGE PARK|2005-09-30 00:00:00|SOD|SO|SOD|SOD|JACK HANANIA|7200 BLANDING BLVD.||JACKSONVILLE|FL|32244|7600 BLANDING BLVD.||JACKSONVILLE|FL|32244|904-899-0900|904-908-5777|63|MITCH MORTON|2016-07-26 10:46:59|2016-08-09 17:47:52.247000000|www.hyundaioforangepark.com|sales@hyundaioforangepark.com|1|0|30.210075378417969|-81.739112854003906|COBALT|https://consumer.xtime.com/scheduling/?webKey=hmafl118|1|0|FL741     |1|4.7562714000000001|4136|https://www.surecritic.com/reviews/hyundai-of-orange-park|https://consumer.xtime.com/xwssso/consumerlogin/?company=2421&companyCode=FL118&VARIANT=HYUNDAI|True|2020-01-02||www.hyundaioforangepark.com/new-vehicles/||0|1|1||904-647-4746|904-647-4760|www.hyundaioforangepark.com/service/|www.hyundaioforangepark.com/hyundai-test-drive/|surecritic.com/reviews/baytown-hyundai|Dealer Inspire|||TEK|||0|0|904-650-3651|904-853-3867
FL120|JENKINS HYUNDAI OF LEESBURG|2005-12-15 00:00:00|SOC|SO|SOC|SOC|DONALD R JENKINS|PO BOX 895190||LEESBURG|FL|34748|9145 US HIGHWAY 441||LEESBURG|FL|34788|855-662-1274|352-867-8002|30|STEPHEN TAGLIENTE|2014-08-11 09:08:44|2016-08-09 17:47:52.247000000|www.jenkinshyundaiofleesburg.com|st@jenkinscars.com|1|0|28.829317092895508|-81.804588317871094|COBALT|https://consumer.xtime.com/scheduling/?webKey=hmafl120|1|0|FL733     |1|4.7612277000000001|7886|https://www.surecritic.com/reviews/jenkins-hyundai-of-leesburg|https://consumer.xtime.com/xwssso/consumerlogin/?company=2421&companyCode=FL120&VARIANT=HYUNDAI|True|2020-01-02||www.jenkinshyundaiofleesburg.com/new-inventory/index.htm||1|1|1||352-431-2041|352-431-2043|www.jenkinshyundaiofleesburg.com/schedule-service.htm|www.jenkinshyundaiofleesburg.com/hyundai-test-drive.htm|surecritic.com/reviews/jenkins-hyundai-of-leesburg|Dealer.com|||DDC|||1|0|352-605-8600|352-309-3735
FL121|NAPLETONS HYUNDAI|2006-05-05 00:00:00|SOB|SO|SOB|SOB|EDWARD F NAPLETON|2301 OKEECHOBEE BOULEVARD||WEST PALM BEACH|FL|33409|2301 OKEECHOBEE BOULEVARD||WEST PALM BEACH|FL|33409|561-686-7137|561-686-2092|62|CHRISTOPHER LAYTON|2017-03-06 10:09:06|2016-08-09 17:47:52.247000000|www.wpbhyundai.com|gene@napleton.com|1|0|26.707740783691406|-80.08758544921875|COBALT|https://api.connectcdk.com/api/nc-cdk-service-dealer/v1/?externaldealercode=FL121&externalsource=email&theme=hyundai|1|0|FL730     |2|4.6405944999999997|7189|https://www.surecritic.com/reviews/napletons-west-palm-beach-hyundai|https://api.connectcdk.com/api/nc-cdk-service-dealer/v1/?externaldealercode=FL121&externalsource=email&theme=hyundai|False|2018-05-31||www.wpbhyundai.com/new-inventory/index.htm||1|1|1||561-437-1707|561-437-1706|www.wpbhyundai.com/schedule-service.htm|www.wpbhyundai.com/hyundai-test-drive.htm|surecritic.com/reviews/napletons-west-palm-beach-hyundai|Dealer.com|||DDC|||0|0|561-349-4060|561-283-3956
FL122|COCONUT CREEK HYUNDAI|2006-10-05 00:00:00|SOB|SO|SOB|SOB|EDWARD APPLEBY|4980 N. STATE ROAD 7||COCONUT CREEK|FL|33073|4960 N. STATE ROAD 7||COCONUT CREEK|FL|33073|954-283-1002|954-283-4404|14|EDWARD APPLEBY|2015-01-21 10:55:29|2016-08-09 17:47:52.247000000|www.coconutcreekhyundai.com|kelly.brown@kingmail.us|1|0|26.29193115234375|-80.201087951660156|DEALER.COM|https://consumer.xtime.com/scheduling/?webKey=hmafl122|1|0|FL722     |1|4.6557738000000004|9776|https://www.surecritic.com/reviews/coconut-creek-hyundai|https://consumer.xtime.com/xwssso/consumerlogin/?company=2421&companyCode=FL122&VARIANT=HYUNDAI|True|2020-01-02||www.coconutcreekhyundai.com/new-inventory/index.htm||1|1|1||954-603-1848|954-603-1835|www.coconutcreekhyundai.com/schedule-service.htm|www.coconutcreekhyundai.com/hyundai-test-drive.htm|surecritic.com/reviews/coconut-creek-hyundai|Dealer.com|1|coconutcreekhyundai|RST|Y|pervin|1|0|954-420-7820|954-280-3879
FL123|NAPLETONS NORTH PALM HYUNDAI|2006-09-19 00:00:00|SOB|SO|SOB|SOB|EDWARD F NAPLETON|3703 NORTHLAKE BLVD||LAKE PARK|FL|33403|3703 NORTHLAKE BLVD||LAKE PARK|FL|33403|561-622-0101|561-625-4795|62|EDWARD NAPLETON|2016-12-09 06:41:25|2016-08-09 17:47:52.247000000|www.northpalmhyundai.com|internetleads0938@car-crm.com|1|0|26.809944152832031|-80.093040466308594|COBALT|https://api.connectcdk.com/api/nc-cdk-service-dealer/v1/?externaldealercode=FL123&externalsource=email&theme=hyundai|1|0|FL729     |2|4.7549481|3634|https://www.surecritic.com/reviews/napletons-north-palm-hyundai|https://api.connectcdk.com/api/nc-cdk-service-dealer/v1/?externaldealercode=FL123&externalsource=email&theme=hyundai|False|||www.northpalmhyundai.com/new-inventory/index.htm||1|1|1||561-437-1237|561-437-1238|www.northpalmhyundai.com/schedule-service.htm|www.northpalmhyundai.com/hyundai-test-drive.htm|surecritic.com/reviews/napletons-north-palm-hyundai|Dealer.com|||DDC|||0|0|561-513-4769|561-303-2062
FL124|GREENWAY HYUNDAI ORLANDO|2006-06-09 00:00:00|SOC|SO|SOC|SOC|CARL ATKINSON|4110 WEST COLONIAL DRIVE||ORLANDO|FL|32808|4110 WEST COLONIAL DRIVE||ORLANDO|FL|32808|407-578-5337|407-578-5916|30|RICKY COMPTON|2014-07-19 07:31:51|2016-08-09 17:47:52.247000000|www.greenwayhyundaiorlando.com|webleads@orlandohyundai.dsmessage.com|1|0|28.552120208740234|-81.430984497070313|COBALT|https://consumer.xtime.com/scheduling/?webKey=hmafl124|1|0|FL734     |1|4.6907930000000002|6375|https://www.surecritic.com/reviews/orlando-hyundai|https://consumer.xtime.com/xwssso/consumerlogin/?company=2421&companyCode=FL124&VARIANT=HYUNDAI|True|2020-01-02||www.greenwayhyundaiorlando.com//new-vehicles/||0|1|1||689-208-0108|689-208-0109|www.greenwayhyundaiorlando.com/service/|www.greenwayhyundaiorlando.com/hyundai-test-drive/|surecritic.com/reviews/orlando-hyundai|Dealer Inspire|||DDC|||1|0|689-210-4553|689-210-4201
FL125|HOLLER HYUNDAI|2007-08-05 00:00:00|SOC|SO|SOC|SOC|ROGER HOLLER|PO BOX 1720||WINTER PARK|FL|32790|1150 N. ORLANDO AVE.||WINTER PARK|FL|32789|407-628-4343|407-628-4690|30|SHANNON KOMINOWSKI|2012-08-23 11:15:59|2016-08-09 17:47:52.247000000|www.hollerhyundai.com|webleads@hollerhyundai.dsmessage.com|1|0|28.608781814575195|-81.364410400390625|COBALT|https://consumer.xtime.com/scheduling/?webKey=hmafl125|1|0|FL738     |1|4.7882315999999996|5424|https://www.surecritic.com/reviews/holler-hyundai|https://consumer.xtime.com/xwssso/consumerlogin/?company=2421&companyCode=FL125&VARIANT=HYUNDAI|True|2020-01-02||www.hollerhyundai.com/searchnew.aspx||1|1|1||689-209-0797|689-209-0798|www.hollerhyundai.com/schedule-service.html|www.hollerhyundai.com/testdrive.aspx||DealerOn|||DDC|||1|0|689-215-8826|689-600-1529
FL126|RED HOAGLAND HYUNDAI|2007-10-26 00:00:00|SOA|SO|SOA|SOA|GEORGE  HOAGLAND JR|6375 CYPRESS GARDENS BLVD||WINTER HAVEN|FL|33884|6375 CYPRESS GARDENS BLVD||WINTER HAVEN|FL|33884|863-326-6999|863-326-6995|18|JUSTIN HOAGLAND|2016-07-13 14:37:31|2016-08-09 17:47:52.247000000|www.redhoagland.com|tomw@redhoagland.com|0|0|27.983930587768555|-81.678749084472656|DEALER.COM|https://consumer.xtime.com/scheduling/?webKey=hmafl126|1|0||1|4.817564|4687|https://www.surecritic.com/reviews/red-hoagland-hyundai|https://consumer.xtime.com/xwssso/consumerlogin/?company=2421&companyCode=FL126&VARIANT=HYUNDAI|True|2020-07-15||www.redhoagland.com/VehicleSearchResults?search=new||1|1|1||863-877-3322|863-877-3323|www.redhoagland.com/ServiceApptForm|www.redhoagland.com/Schedule-Test-Drive.html|www.surecritic.com/reviews/red-hoagland-hyundai?nhd=1|Ansira|||DDC|||1|0|863-270-9470|863-804-6117
FL127|HYUNDAI OF ST. AUGUSTINE||SOD|SO|SOD|SOD|ANDREW DIFEO|1111 MARKETPLACE DR||SAINT AUGUSTINE|FL|32084|1111 MARKETPLACE DR||SAINT AUGUSTINE|FL|32084|904-593-6502|904-797-7697|63|JOSEPH DIFEO JR|2016-01-21 10:28:04|2016-08-09 17:47:52.247000000|www.hyundaiofstaugustine.com|adifeo1@aol.com|1|0|29.840414047241211|-81.385101318359375|COBALT|https://hyundaiofstaugustine.myvehiclesite.com/appt/|1|0||3|4.8089949000000001|4677|https://www.surecritic.com/reviews/hyundai-of-st-augustine|https://hyundaiofstaugustine.myvehiclesite.com/appt/|True|2020-01-02||www.hyundaiofstaugustine.com//new-vehicles/||0|1|1||904-439-7435|904-439-7434|www.hyundaiofstaugustine.com/service/|www.hyundaiofstaugustine.com/hyundai-test-drive/|www.hyundaiofstaugustine.com/hyundai-of-st-augustine-dealership-customer-reviews|Dealer Inspire|||RST|||1|0|904-906-4728|904-601-1030
FL128|WERNER HYUNDAI||SOD|SO|SOD|SOD|CURTIS G. WERNER|252 SW CAPITAL CIRCLE||TALLAHASSEE|FL|32304|252 SW CAPITAL CIRCLE||TALLAHASSEE|FL|32304|850-575-1000|850-580-6730|132|D.S. RUSTY JOHNSON|2017-03-11 10:35:18|2016-08-09 17:47:52.247000000|www.wernerhyundai.com|gclark@wernerhyndai.com|1|0|30.442277908325195|-84.227188110351562|COBALT|https://consumer.xtime.com/scheduling/?webKey=xtm202308271115xx1|1|0||1|4.6553389000000003|3240|https://www.surecritic.com/reviews/werner-hyundai|https://consumer.xtime.com/xwssso/consumerlogin/?company=2421&companyCode=FL128&VARIANT=HYUNDAI|True|2020-01-02||www.wernerhyundai.com/new-vehicles/||1|1|1||850-999-0320|850-999-0322|www.wernerhyundai.com/service/|www.wernerhyundai.com/hyundai-test-drive/|www.surecritic.com/reviews/werner-hyundai-4|Dealer Inspire|1|wernerhyundai|RST|N|nolock|1|0|850-771-1877|850-821-3876
FL130|TAMIAMI HYUNDAI||SOA|SO|SOA|SOA|ROBERT T. ZELLERS|6780 AIRPORT RD N||NAPLES|FL|34109|6780 AIRPORT RD N||NAPLES|FL|34109|239-417-1222|239-417-1582|112|GREGORY ABRAHAM|2017-05-11 07:26:29|2016-08-09 17:47:52.247000000|www.tamiamihyundai.com|info@tamiamihyundai.com|1|0|26.227792739868164|-81.766845703125|COBALT|https://consumer.xtime.com/scheduling/?webKey=hmafl130|1|0|FL713     |1|4.6609733999999996|5291|https://www.surecritic.com/reviews/tamiami-hyundai|https://consumer.xtime.com/xwssso/consumerlogin/?company=2421&companyCode=FL130&VARIANT=HYUNDAI|True|2020-01-02||www.tamiamihyundai.com/new-vehicles/||1|1|1||239-920-5885|239-920-5883|www.tamiamihyundai.com/service/|www.tamiamihyundai.com/hyundai-test-drive/|surecritic.com/reviews/tamiami-hyundai|Dealer Inspire|1|tamiamihyundai|RST|N|nolock|1|0|239-294-8518|239-360-9804
FL133|BRAMAN HYUNDAI||SOB|SO|SOB|SOB|NORMAN BRAMAN|234 NE 20TH TERRACE||MIAMI|FL|33137|2001 NE 2ND AVENUE||MIAMI|FL|33137|305-571-1200|305-576-9898|14|GM CANDIDATE (06/24) LUCAS LUGO 2ND|2017-02-28 10:59:55|2016-08-09 17:47:52.247000000|www.bramanmiamihyundai.com|llugojr@bramanmiami.com|0|0|25.79591178894043|-80.190513610839844|COBALT|https://api.connectcdk.com/api/nc-cdk-service-dealer/v1/?externaldealercode=FL133&externalsource=email&theme=hyundai|1|0|FL745     |2|4.8034831000000002|5289|https://www.surecritic.com/reviews/braman-hyundai|https://api.connectcdk.com/api/nc-cdk-service-dealer/v1/?externaldealercode=FL133&externalsource=email&theme=hyundai|True|2020-01-02||www.bramanmiamihyundai.com/new-inventory/index.htm||1|1|1||786-233-9393|786-233-9394|www.bramanmiamihyundai.com/schedule-service.htm|www.bramanmiamihyundai.com/hyundai-test-drive.htm|surecritic.com/reviews/braman-hyundai|Dealer.com|||DDC|||1|0|786-882-7435|786-977-3974
FL135|WESTSIDE HYUNDAI||SOD|SO|SOD|SOD|JACK HANANIA|7200 BLANDING BOULEVARD||JACKSONVILLE|FL|32244|1672 CASSAT AVENUE||JACKSONVILLE|FL|32210|904-384-0050|904-386-0670|63|DANNY HINES|2017-04-04 15:04:58|2016-08-09 17:47:52.247000000|www.westsidehyundai.com|sales@westsidehyundai.com|1|0|30.288623809814453|-81.7310791015625|COBALT|https://consumer.xtime.com/scheduling/?webKey=hmafl135|0|0||1|4.5635686|2627|https://www.surecritic.com/reviews/westside-hyundai|https://consumer.xtime.com/xwssso/consumerlogin/?company=2421&companyCode=FL135&VARIANT=HYUNDAI|True|2020-01-02||www.westsidehyundai.com/new-vehicles/||0|1|1||904-559-8558|904-559-8556|www.westsidehyundai.com/service/|www.westsidehyundai.com/hyundai-test-drive/|surecritic.com/reviews/westside-hyundai|Dealer Inspire|||TEK|||0|0|904-569-5910|904-585-2703
FL136|GETTEL HYUNDAI OF LAKEWOOD||SOA|SO|SOA|SOA|JAMES C GETTEL|5959 EAST SR 64||BRADENTON|FL|34208|5921 EAST SR 64||BRADENTON|FL|34208|941-747-9262|941-747-7742|18|GM CANDIDATE (06/24) JOHN ALEXANDER 2ND|2015-08-11 09:42:49|2016-08-09 17:47:52.247000000|www.gettelhyundaioflakewood.com|dcummings@gettel.com|0|0|27.495828628540039|-82.486885070800781|COBALT|https://consumer.xtime.com/scheduling/?webKey=hmafl136|1|0|FL718     |1|4.6850255000000001|4824|https://www.surecritic.com/reviews/gettel-hyundai-of-lakewood|https://consumer.xtime.com/xwssso/consumerlogin/?company=2421&companyCode=FL136&VARIANT=HYUNDAI|True|2020-01-02||www.gettelhyundaioflakewood.com/new-vehicles/||0|1|1||941-253-0230|941-253-0232|www.gettelhyundaioflakewood.com/service/|www.gettelhyundaioflakewood.com/hyundai-test-drive/||Dealer Inspire|1|gettelhyundaioflakewood|RST|Y|lock|1|0|941-220-2053|941-417-8004
FL137|HEADQUARTER HYUNDAI||SOC|SO|SOC|SOC|JERONIMO M ESTEVE|985 RINEHART ROAD||SANFORD|FL|32771|985 RINEHART ROAD||SANFORD|FL|32771|407-292-0000|407-323-0060|30|THOMAS MAIER|2017-02-22 08:40:49|2016-08-09 17:47:52.247000000|www.headquarterhyundai.com|sales@hqhyundai.com|1|0|28.78857421875|-81.346733093261719|COBALT|https://api.connectcdk.com/api/nc-cdk-service-dealer/v1/?externaldealercode=FL137&externalsource=email&theme=hyundai|1|0|FL737     |2|4.6983066999999998|5364|https://www.surecritic.com/reviews/headquarter-hyundai|https://api.connectcdk.com/api/nc-cdk-service-dealer/v1/?externaldealercode=FL137&externalsource=email&theme=hyundai|True|2020-01-02||www.headquarterhyundai.com/new-vehicles/||1|1|1||407-792-2800|407-915-3151|www.headquarterhyundai.com/service/|www.headquarterhyundai.com/hyundai-test-drive/|surecritic.com/reviews/headquarter-hyundai|Dealer Inspire|1|headquarterhyundai|RST|N|nolock|1|0|407-759-3406|407-606-5522
FL138|COGGIN DELAND HYUNDAI||SOC|SO|SOC|SOC|DAVID W HULT|2655 N VOLUSIA AVE||ORANGE CITY|FL|32763|2308 S WOODLAND BOULEVARD||DELAND|FL|32720|386-626-5200|386-626-5259|30|GM CANDIDATE (06/24) NELSON TAVERAS|2017-03-23 06:11:46|2016-08-09 17:47:52.247000000|www.coggindelandhyundai.com|jfernandez@cogginauto.com|1|0|28.988836288452148|-81.301841735839844|DEALER.COM|https://consumer.xtime.com/scheduling/?webKey=hmafl138|0|0||1|4.7079025999999997|3121|https://www.surecritic.com/reviews/coggin-deland-hyundai|https://consumer.xtime.com/xwssso/consumerlogin/?company=2421&companyCode=FL138&VARIANT=HYUNDAI|True|2020-09-13||www.coggindelandhyundai.com/new-inventory/index.htm||1|1|1||386-490-9044|386-490-9034|www.coggindelandhyundai.com/schedule-service.htm|www.coggindelandhyundai.com/hyundai-test-drive.htm|surecritic.com/reviews/coggin-deland-hyundai|Dealer.com||||||1|0|386-961-4936|386-406-8669
FL139|GETTEL HYUNDAI OF CHARLOTTE COUNTY||SOA|SO|SOA|SOA|JAMES C GETTEL|5959 EAST SR 64||BRADENTON|FL|34208|1950 TAMIAMI TRAIL||PUNTA GORDA|FL|33950|941-676-3680|941-922-3750|112|GM TBD|2024-08-20 02:30:27.150000000|2017-10-16 16:29:45.427000000|www.gettelhyundaiofcharlottecounty.com||0|0|26.920429229736328|-82.046630859375|COBALT|https://consumer.xtime.com/scheduling/?webKey=hma20161029010xx1|0|0||1|4.7449282999999998|2741|https://www.surecritic.com/reviews/gettel-hyundai-of-charlotte-co|https://consumer.xtime.com/xwssso/consumerlogin/?company=2421&companyCode=FL139&VARIANT=HYUNDAI|True|2020-01-02||www.gettelhyundaiofcharlottecounty.com/new-vehicles/||0|1|1||941-621-6255|941-621-6405|www.gettelhyundaiofcharlottecounty.com/service/|www.gettelhyundaiofcharlottecounty.com/hyundai-test-drive/||Dealer Inspire|1|gettelhyundaiofcharlottecounty|RST|Y|lock|1|0|941-344-3599|941-541-4640
FL140|KEY HYUNDAI||SOD|SO|SOD|SOD|THOMAS P LYNCH|4660-100 SOUTHSIDE BOULEVARD||JACKSONVILLE|FL|32216|4660-100 SOUTHSIDE BOULEVARD||JACKSONVILLE|FL|32216|904-642-6060|904-565-2256|63|CONRAD LYNCH|2017-04-11 11:03:15|2017-10-16 16:29:45.427000000|www.keyhyundai.com|TerenceSabo@KeyBuickGMCHyundai.cmdlr.com|1|0|30.258724212646484|-81.558052062988281|COBALT|https://consumer.xtime.com/scheduling/?webKey=hma201704170833xx1|1|0|FL707     |1|4.6657783999999998|5990|https://www.surecritic.com/reviews/key-hyundai|https://consumer.xtime.com/xwssso/consumerlogin/?company=2421&companyCode=FL140&VARIANT=HYUNDAI|True|2020-01-02||www.keyhyundai.com/new-inventory/index.htm||1|1|1||904-512-7676|904-512-7673|www.keyhyundai.com/schedule-service.htm|www.keyhyundai.com/hyundai-test-drive.htm|surecritic.com/reviews/key-hyundai|Dealer.com|1|keyhyundai|RST|N|nolock|1|0|904-664-0347|904-560-6241
FL141|HYUNDAI OF CENTRAL FLORIDA||SOC|SO|SOC|SOC|TRACY TAYLOR|17325 E. HIGHWAY 50||CLERMONT|FL|34711|17325 E. HIGHWAY 50||CLERMONT|FL|34711|407-554-7900|407-998-9959|30|TRACY TAYLOR|2024-08-20 02:30:27.150000000|2017-10-16 16:29:45.427000000|www.hyundaicfl.com||1|0|28.546867370605469|-81.719154357910156|COBALT|https://api.connectcdk.com/api/nc-cdk-service-dealer/v1/?externaldealercode=FL141&externalsource=email&theme=hyundai|0|0|FL728     |2|4.8349136000000001|2431|https://www.surecritic.com/reviews/hyundai-of-central-florida|https://api.connectcdk.com/api/nc-cdk-service-dealer/v1/?externaldealercode=FL141&externalsource=email&theme=hyundai|True|2020-01-02||www.hyundaicfl.com/new-vehicles/||0|1|1||352-404-4842|352-404-4822|www.hyundaicfl.comservice/|www.hyundaicfl.comhyundai-test-drive/|surecritic.com/reviews/hyundai-of-central-florida|Dealer Inspire|||TEK|||1|0|352-441-2619|352-488-2944
